clip_id,action_id,action_name,user_id,trial_id,Depth_Color_path,Depth_Color_length,IR_path,IR_length,Thermal_path,Thermal_length,Skeleton_path,Skeleton_length,IMU_path,IMU_length,Radar_path,Radar_length,has_Depth_Color,has_IR,has_Thermal,has_Skeleton,has_IMU,has_Radar
18_user5_4-3-3,18,Write,user5,4-3-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\18_Write\user5\4-3-3,18,cuhk_dataset\Small-Model-Track\Training\data\IR\18_Write\user5\4-3-3,18,cuhk_dataset\Small-Model-Track\Training\data\Thermal\18_Write\user5\4-3-3,56,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\18_Write\user5\4-3-3,18,cuhk_dataset\Small-Model-Track\Training\data\IMU\18_Write\user5\4-3-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\18_Write\user5\4-3-3,1,1,1,1,1,1,1
18_user6_4-1-1,18,Write,user6,4-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\18_Write\user6\4-1-1,74,cuhk_dataset\Small-Model-Track\Training\data\IR\18_Write\user6\4-1-1,74,cuhk_dataset\Small-Model-Track\Training\data\Thermal\18_Write\user6\4-1-1,141,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\18_Write\user6\4-1-1,74,cuhk_dataset\Small-Model-Track\Training\data\IMU\18_Write\user6\4-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\18_Write\user6\4-1-1,1,1,1,1,1,1,1
18_user6_4-1-2,18,Write,user6,4-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\18_Write\user6\4-1-2,61,cuhk_dataset\Small-Model-Track\Training\data\IR\18_Write\user6\4-1-2,61,cuhk_dataset\Small-Model-Track\Training\data\Thermal\18_Write\user6\4-1-2,130,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\18_Write\user6\4-1-2,61,cuhk_dataset\Small-Model-Track\Training\data\IMU\18_Write\user6\4-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\18_Write\user6\4-1-2,1,1,1,1,1,1,1
18_user6_4-1-3,18,Write,user6,4-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\18_Write\user6\4-1-3,58,cuhk_dataset\Small-Model-Track\Training\data\IR\18_Write\user6\4-1-3,58,cuhk_dataset\Small-Model-Track\Training\data\Thermal\18_Write\user6\4-1-3,122,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\18_Write\user6\4-1-3,58,cuhk_dataset\Small-Model-Track\Training\data\IMU\18_Write\user6\4-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\18_Write\user6\4-1-3,1,1,1,1,1,1,1
18_user8_6-2-1,18,Write,user8,6-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\18_Write\user8\6-2-1,27,cuhk_dataset\Small-Model-Track\Training\data\IR\18_Write\user8\6-2-1,27,cuhk_dataset\Small-Model-Track\Training\data\Thermal\18_Write\user8\6-2-1,71,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\18_Write\user8\6-2-1,27,cuhk_dataset\Small-Model-Track\Training\data\IMU\18_Write\user8\6-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\18_Write\user8\6-2-1,1,1,1,1,1,1,1
18_user8_6-2-2,18,Write,user8,6-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\18_Write\user8\6-2-2,19,cuhk_dataset\Small-Model-Track\Training\data\IR\18_Write\user8\6-2-2,19,cuhk_dataset\Small-Model-Track\Training\data\Thermal\18_Write\user8\6-2-2,47,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\18_Write\user8\6-2-2,19,cuhk_dataset\Small-Model-Track\Training\data\IMU\18_Write\user8\6-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\18_Write\user8\6-2-2,1,1,1,1,1,1,1
18_user8_6-2-3,18,Write,user8,6-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\18_Write\user8\6-2-3,16,cuhk_dataset\Small-Model-Track\Training\data\IR\18_Write\user8\6-2-3,16,cuhk_dataset\Small-Model-Track\Training\data\Thermal\18_Write\user8\6-2-3,42,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\18_Write\user8\6-2-3,16,cuhk_dataset\Small-Model-Track\Training\data\IMU\18_Write\user8\6-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\18_Write\user8\6-2-3,1,1,1,1,1,1,1
19_user16_4-1-1,19,Make_a_phone_call,user16,4-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user16\4-1-1,41,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user16\4-1-1,41,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user16\4-1-1,103,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user16\4-1-1,41,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user16\4-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user16\4-1-1,1,1,1,1,1,1,1
19_user16_4-1-2,19,Make_a_phone_call,user16,4-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user16\4-1-2,27,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user16\4-1-2,27,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user16\4-1-2,70,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user16\4-1-2,27,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user16\4-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user16\4-1-2,1,1,1,1,1,1,1
19_user16_4-1-3,19,Make_a_phone_call,user16,4-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user16\4-1-3,32,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user16\4-1-3,32,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user16\4-1-3,76,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user16\4-1-3,32,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user16\4-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user16\4-1-3,1,1,1,1,1,1,1
19_user18_1-2-1,19,Make_a_phone_call,user18,1-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user18\1-2-1,34,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user18\1-2-1,34,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user18\1-2-1,89,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user18\1-2-1,34,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user18\1-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user18\1-2-1,1,1,1,1,1,1,1
19_user18_1-2-2,19,Make_a_phone_call,user18,1-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user18\1-2-2,45,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user18\1-2-2,45,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user18\1-2-2,109,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user18\1-2-2,45,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user18\1-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user18\1-2-2,1,1,1,1,1,1,1
19_user18_1-2-3,19,Make_a_phone_call,user18,1-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user18\1-2-3,37,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user18\1-2-3,37,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user18\1-2-3,98,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user18\1-2-3,37,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user18\1-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user18\1-2-3,1,1,1,1,1,1,1
19_user18_2-1-1,19,Make_a_phone_call,user18,2-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user18\2-1-1,19,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user18\2-1-1,19,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user18\2-1-1,54,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user18\2-1-1,19,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user18\2-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user18\2-1-1,1,1,1,1,1,1,1
19_user18_2-1-2,19,Make_a_phone_call,user18,2-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user18\2-1-2,21,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user18\2-1-2,21,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user18\2-1-2,56,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user18\2-1-2,21,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user18\2-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user18\2-1-2,1,1,1,1,1,1,1
19_user18_2-1-3,19,Make_a_phone_call,user18,2-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user18\2-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user18\2-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user18\2-1-3,10,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user18\2-1-3,21,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user18\2-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user18\2-1-3,1,1,1,1,1,1,1
19_user2_4-1-1,19,Make_a_phone_call,user2,4-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user2\4-1-1,31,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user2\4-1-1,31,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user2\4-1-1,63,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user2\4-1-1,31,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user2\4-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user2\4-1-1,1,1,1,1,1,1,1
19_user2_4-1-2,19,Make_a_phone_call,user2,4-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user2\4-1-2,19,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user2\4-1-2,19,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user2\4-1-2,50,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user2\4-1-2,19,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user2\4-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user2\4-1-2,1,1,1,1,1,1,1
19_user2_4-1-3,19,Make_a_phone_call,user2,4-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user2\4-1-3,15,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user2\4-1-3,15,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user2\4-1-3,53,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user2\4-1-3,15,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user2\4-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user2\4-1-3,1,1,1,1,1,1,1
19_user21_4-1-1,19,Make_a_phone_call,user21,4-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user21\4-1-1,70,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user21\4-1-1,70,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user21\4-1-1,178,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user21\4-1-1,70,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user21\4-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user21\4-1-1,1,1,1,1,1,1,1
19_user21_4-1-2,19,Make_a_phone_call,user21,4-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user21\4-1-2,56,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user21\4-1-2,56,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user21\4-1-2,137,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user21\4-1-2,56,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user21\4-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user21\4-1-2,1,1,1,1,1,1,1
19_user21_4-1-3,19,Make_a_phone_call,user21,4-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user21\4-1-3,30,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user21\4-1-3,30,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user21\4-1-3,73,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user21\4-1-3,30,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user21\4-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user21\4-1-3,1,1,1,1,1,1,1
19_user22_4-1-1,19,Make_a_phone_call,user22,4-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user22\4-1-1,38,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user22\4-1-1,38,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user22\4-1-1,96,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user22\4-1-1,38,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user22\4-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user22\4-1-1,1,1,1,1,1,1,1
19_user22_4-1-2,19,Make_a_phone_call,user22,4-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user22\4-1-2,30,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user22\4-1-2,30,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user22\4-1-2,74,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user22\4-1-2,30,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user22\4-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user22\4-1-2,1,1,1,1,1,1,1
19_user22_4-1-3,19,Make_a_phone_call,user22,4-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user22\4-1-3,32,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user22\4-1-3,32,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user22\4-1-3,62,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user22\4-1-3,32,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user22\4-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user22\4-1-3,1,1,1,1,1,1,1
19_user23_4-2-1,19,Make_a_phone_call,user23,4-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user23\4-2-1,22,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user23\4-2-1,22,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user23\4-2-1,55,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user23\4-2-1,22,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user23\4-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user23\4-2-1,1,1,1,1,1,1,1
19_user23_4-2-2,19,Make_a_phone_call,user23,4-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user23\4-2-2,37,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user23\4-2-2,37,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user23\4-2-2,96,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user23\4-2-2,37,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user23\4-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user23\4-2-2,1,1,1,1,1,1,1
19_user23_4-2-3,19,Make_a_phone_call,user23,4-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user23\4-2-3,18,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user23\4-2-3,18,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user23\4-2-3,39,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user23\4-2-3,18,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user23\4-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user23\4-2-3,1,1,1,1,1,1,1
19_user24_3-2-1,19,Make_a_phone_call,user24,3-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user24\3-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user24\3-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user24\3-2-1,91,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user24\3-2-1,29,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user24\3-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user24\3-2-1,1,1,1,1,1,1,1
19_user24_3-2-2,19,Make_a_phone_call,user24,3-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user24\3-2-2,12,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user24\3-2-2,12,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user24\3-2-2,28,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user24\3-2-2,12,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user24\3-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user24\3-2-2,1,1,1,1,1,1,1
19_user24_3-2-3,19,Make_a_phone_call,user24,3-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user24\3-2-3,23,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user24\3-2-3,23,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user24\3-2-3,61,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user24\3-2-3,23,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user24\3-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user24\3-2-3,1,1,1,1,1,1,1
19_user3_3-2-1,19,Make_a_phone_call,user3,3-2-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user3\3-2-1,34,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user3\3-2-1,34,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user3\3-2-1,74,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user3\3-2-1,34,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user3\3-2-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user3\3-2-1,1,1,1,1,1,1,1
19_user3_3-2-2,19,Make_a_phone_call,user3,3-2-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user3\3-2-2,27,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user3\3-2-2,27,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user3\3-2-2,65,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user3\3-2-2,27,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user3\3-2-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user3\3-2-2,1,1,1,1,1,1,1
19_user3_3-2-3,19,Make_a_phone_call,user3,3-2-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user3\3-2-3,31,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user3\3-2-3,31,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user3\3-2-3,59,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user3\3-2-3,31,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user3\3-2-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user3\3-2-3,1,1,1,1,1,1,1
19_user3_4-1-1,19,Make_a_phone_call,user3,4-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user3\4-1-1,52,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user3\4-1-1,52,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user3\4-1-1,123,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user3\4-1-1,52,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user3\4-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user3\4-1-1,1,1,1,1,1,1,1
19_user3_4-1-2,19,Make_a_phone_call,user3,4-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user3\4-1-2,45,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user3\4-1-2,45,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user3\4-1-2,119,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user3\4-1-2,45,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user3\4-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user3\4-1-2,1,1,1,1,1,1,1
19_user3_4-1-3,19,Make_a_phone_call,user3,4-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user3\4-1-3,55,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user3\4-1-3,55,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user3\4-1-3,142,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user3\4-1-3,55,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user3\4-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user3\4-1-3,1,1,1,1,1,1,1
19_user4_6-1-2,19,Make_a_phone_call,user4,6-1-2,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user4\6-1-2,34,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user4\6-1-2,34,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user4\6-1-2,85,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user4\6-1-2,34,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user4\6-1-2,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user4\6-1-2,1,1,1,1,1,1,1
19_user4_6-1-3,19,Make_a_phone_call,user4,6-1-3,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user4\6-1-3,38,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user4\6-1-3,38,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user4\6-1-3,97,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user4\6-1-3,38,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user4\6-1-3,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user4\6-1-3,1,1,1,1,1,1,1
19_user5_4-1-1,19,Make_a_phone_call,user5,4-1-1,cuhk_dataset\Small-Model-Track\Training\data\Depth_Color\19_Make_a_phone_call\user5\4-1-1,61,cuhk_dataset\Small-Model-Track\Training\data\IR\19_Make_a_phone_call\user5\4-1-1,61,cuhk_dataset\Small-Model-Track\Training\data\Thermal\19_Make_a_phone_call\user5\4-1-1,157,cuhk_dataset\Small-Model-Track\Training\data\Skeleton\19_Make_a_phone_call\user5\4-1-1,61,cuhk_dataset\Small-Model-Track\Training\data\IMU\19_Make_a_phone_call\user5\4-1-1,2,cuhk_dataset\Small-Model-Track\Training\data\Radar\19_Make_a_phone_call\user5\4-1-1,1,1,1,1,1,1,1
